study_hours,screen_time,stress_level,physical_activity,number_of_courses,mbi_burnout_score
7.254913176154283,9.522487077228108,1,17.595859778232548,2,15.21
7.430539962625136,6.076927982562804,3,19.52359933003021,5,15.23
8.079986224443473,9.065952236503682,1,9.712276910142279,4,15.28
7.310745529278617,4.051523936255917,2,8.009835370743987,3,15.3
5.011864382657429,14.013948360721546,1,17.954621444364903,3,15.33
3.0154740195959397,2.950477450792358,2,6.368250161285767,6,15.47
1.636457371017681,11.711890838490037,6,6.226485566316995,3,15.58
2.961530373222898,4.7253209191312155,7,15.244348242815933,4,15.61
2.969858865135321,12.521712887422135,1,17.74400167697381,3,15.69
5.914511104147535,9.956737136708567,1,18.450924130114323,6,15.77
4.70781912872605,3.1187514911081298,6,16.35354340388882,2,15.78
2.973862039086086,7.901149836996034,2,13.663226297940238,6,15.8
9.293736048901579,6.611119585706752,4,11.74229822873697,2,15.83
11.592291511007044,3.1457537546766954,1,1.3891541182427591,3,15.9
2.078653850861777,9.910259232998241,4,16.644576214320786,4,15.92
3.025661885632142,7.281508934312155,1,1.4218320568605414,7,15.92
1.962813957464845,13.299157472176091,3,18.412540658532606,4,15.96
3.4306645796979014,10.561798273399916,2,15.692885322693721,8,15.96
7.800669943104123,10.834219378260569,1,18.113169172327442,5,16.04
2.2901920747421682,6.463679095443756,2,15.283216543490193,5,16.07
11.32026545640172,4.2484638205128284,1,13.095514601796554,2,16.08
6.342133198482236,9.54986291485565,1,18.199176401347263,8,16.12
13.051459363848828,4.853452506763163,1,14.85242998362227,4,16.2
5.416685588698659,7.091231318651382,2,13.731691281138225,2,16.22
13.066294122253344,4.704031946350076,1,6.6901305719634845,6,16.31
3.6744685754085378,2.1139959647543134,7,15.79490642923801,2,16.35
9.601634740795946,5.039189548862853,1,8.970064009484624,4,16.35
1.204570281341483,4.085699472827996,6,16.128423654685278,7,16.37
7.8855590653689625,2.1861470904142655,2,6.8886646105158444,5,16.39
3.4104707067234696,4.756141023546177,5,18.956275890021082,8,16.43
9.211230573917565,3.309176717329799,7,14.86512649100289,3,16.46
4.576916630939239,6.410378674039998,6,13.465073518407902,2,16.47
1.1093547567293611,11.526201578367866,2,9.141946776412365,6,16.54
4.09490637977299,12.936503939046675,2,17.85544548782855,4,16.62
11.08812360047465,3.2073760377136367,2,17.080490833176995,6,16.63
3.9368638955374022,5.083212010599246,4,18.792088073892323,8,16.7
3.9180090086001824,5.33684917952168,3,18.34025833182968,3,16.77
1.6155768804999213,9.328873920946593,5,17.40619818630417,4,16.78
4.195150804290658,11.334240504805482,1,9.031053729693838,4,16.85
1.9684429002126715,10.49336973863756,2,19.639604719175665,8,16.87
4.377795024319834,9.584741914820112,2,16.241899245263852,4,16.87
8.290708658874705,12.18749916169332,1,17.779641139131826,2,16.89
1.1793313171318935,3.801755689062714,4,0.4791108393059562,2,16.91
6.4878589987282576,3.265992916419532,3,17.334237970766274,4,16.91
1.3505030432541463,7.3200521797118325,8,13.118291346246114,2,16.92
2.24335342702246,3.8767017580166914,4,19.29558253430266,6,16.99
2.4038713558238998,10.575286005393316,3,10.731376644213938,2,17.0
3.349974179481049,11.699738420847392,1,15.406183605205698,7,17.03
4.184298901298697,4.024261816772683,3,4.0973050333475385,7,17.07
7.211434052542056,5.707899706475015,6,13.526021432321008,2,17.1
2.144472200825708,2.756942705975263,6,9.300588843437499,2,17.17
8.2797587775665,7.646775806608465,3,11.668345998898928,7,17.23
4.105960512299755,2.065235950536124,6,9.515753337827595,2,17.38
6.653751386504434,4.251229505578059,2,13.45718935656543,5,17.41
4.408489160449039,2.1088731626773107,1,2.0292335782962656,3,17.43
4.8763441860953485,5.503306222079289,6,16.256250341174734,2,17.44
13.568816432936968,7.67078941535705,1,18.646839363677326,5,17.48
4.023243249083164,3.5031163179801057,1,12.139804171252313,8,17.5
7.597240597204436,12.873853597549308,2,15.201360998036064,4,17.5
2.8598373478495205,3.967493842234137,1,18.340884081568255,5,17.52
9.188858994688934,4.471461267972573,2,17.12608902427036,4,17.63
7.545664433785181,11.529813136221799,3,19.217752639193154,3,17.7
2.565909999815108,6.871268359672891,10,12.196154572205307,5,17.71
3.0407133769419934,5.163766927441634,6,10.958974689643492,3,17.77
1.7539171201009738,11.160819152107326,1,16.918634464695522,6,17.8
2.825834898352562,7.566481218506753,4,17.84520555707713,6,17.84
8.57522747425566,8.226049515474259,3,19.236303828891995,6,17.91
1.6674451891808242,8.987028243792082,4,8.444101360357054,6,17.93
3.7980178915801677,12.934839379980081,3,5.248731305698479,2,17.93
6.0312473459746565,8.367358204943969,3,6.6811226192691775,3,17.95
2.1100701770852344,8.275448127251146,5,4.8273374546701735,4,18.02
7.406777838216949,3.1466762684513085,2,19.696970181990693,4,18.03
5.04301843504125,6.986805420654081,5,5.484266872588424,3,18.04
8.39322004825956,6.958502114103639,1,16.798157483089383,8,18.07
5.3258532616527745,11.234286700179354,3,15.925387674950176,3,18.08
9.668415643071388,2.765296591916533,3,13.82377384909626,4,18.13
11.328794148518938,4.693770744659603,3,1.7995773673230264,2,18.15
6.54611126602812,6.406516919973254,2,10.801142617832353,2,18.19
8.013639328542975,5.696716037834783,1,6.632241549520428,3,18.19
2.4495867982397663,3.24188495589651,6,19.990158842035644,6,18.23
11.813716610942627,3.6410584249925626,4,8.769746383667574,2,18.26
3.624406095672015,2.99402129447867,7,11.344573114018367,6,18.28
1.4010055544005762,3.2081532483647854,8,13.607499755030288,2,18.34
8.831926988094468,7.180235530476916,6,19.93864832297826,2,18.45
9.126478493194625,7.827445628705837,1,5.691103906266337,3,18.45
9.177591133209885,4.723714739624381,3,19.36693562186338,4,18.5
7.386472752501339,11.993525796512348,1,2.7198080637862243,2,18.62
2.5645953723652486,5.708391611612329,7,15.1899505163734,7,18.63
6.960756011110162,5.5281776968564955,10,15.587440110902243,2,18.74
10.103716536980063,5.354795388141646,2,7.66122925707637,7,18.79
1.161376081868878,10.232275879685123,2,2.941537611188769,4,18.79
10.91203707968479,4.254104400028218,3,16.558059100823513,8,18.86
1.2088776594691537,4.945637435130964,9,18.714723846108477,7,18.87
7.3553560442336385,6.58204388407972,4,0.4478231734744065,3,18.95
3.2454782102949333,9.029782003851757,5,9.283384911634133,3,18.97
4.010755174963583,3.4629931036104074,2,8.999696524732588,3,18.97
2.565288948635828,7.1725970061712205,7,15.44635754214212,2,18.98
3.0536516027583165,12.724133776498107,3,6.412242325272423,2,18.99
10.952536904408019,6.3553312755125395,1,13.390859801060964,3,18.99
1.958168731746106,7.017338037471979,2,14.471356652067284,2,18.99
2.0891003900716125,12.29727672912259,1,0.07808611316372893,4,19.07
10.882747872897296,4.724222804619036,3,15.9356686169413,3,19.1
12.882732063424868,9.567697934103412,2,15.923635113991505,4,19.11
2.3664314953315944,14.408087445702702,5,19.233222416344532,2,19.14
8.702196882522827,7.169084405193067,1,9.676822684750228,8,19.22
6.3558130264187325,11.667916323332566,3,18.44929926377538,6,19.27
1.9775587680622628,13.746113371889287,4,16.855499441823504,3,19.37
3.4121818444012746,2.97510677011696,6,14.45218815099178,6,19.38
2.6593655373020724,4.949519898825952,5,7.272027233848808,4,19.45
4.0893778980006825,8.088248921517339,5,6.879133264033987,3,19.46
2.5978607661827873,13.158942916631203,2,7.14791395313685,2,19.47
7.422271671117507,4.503708848895459,6,13.825723008175988,2,19.48
9.457351130546087,4.2164521005195414,5,17.4599786600229,6,19.5
11.24043142516082,8.523983376844832,1,16.173322048371595,3,19.54
4.911854389948543,4.990252307200992,9,15.806184033985192,5,19.59
5.907208418328889,6.111010093664556,3,17.960170727668032,6,19.62
3.3975759263704064,4.0648970854381155,8,13.049133495679673,5,19.64
5.784543219107645,11.8381071618699,3,14.01120469170557,5,19.66
6.950878341667595,8.373962439015463,3,17.05706326183933,4,19.66
7.089865475285711,12.507912722910278,3,14.591995884242962,2,19.66
4.7140082247961566,8.340359796346727,8,19.224553308617992,4,19.72
7.517433650417322,3.283681814082068,7,15.747445477868602,5,19.79
7.364539859513648,7.341783454703651,4,12.21295003561864,2,19.8
1.8381579093039664,2.928338878196504,7,14.049667954614183,7,19.8
1.6037877164151362,12.005405895309027,3,10.57389030364827,4,19.8
6.252189727037074,5.341933487355801,3,10.711858442171016,7,19.81
8.663673810291156,4.496551916449279,1,15.713188902828577,8,19.83
3.7950667213102482,7.727922130299106,1,3.5155679963559527,2,19.84
5.907048857527258,3.376968510004276,9,8.887635306430699,3,19.9
1.5614540216536164,14.529621299784502,1,12.241249947735664,6,19.97
10.079325847377007,2.7459431354083765,3,13.032716665142354,4,19.98
2.9264247218395383,2.1852695467638217,5,13.435106292489634,7,19.98
1.8152658874768082,11.059041647365762,1,17.142923545164063,7,19.99
4.595994892530504,6.241976811868701,10,15.507990174963652,6,20.07
4.093435965781675,3.48830739370655,4,6.614793293113303,8,20.07
1.120897129652858,13.479375815183191,3,9.27169230982457,6,20.12
3.987915732418828,11.455792241567734,5,19.13709770313864,4,20.12
3.642539329573141,5.619554930317952,5,2.4851821382233252,5,20.23
1.848051996733064,9.33097811662386,6,8.735597939045878,4,20.25
3.6176569679710453,8.410704087216908,6,4.580815902070324,2,20.26
4.023194360770164,9.714789245537052,6,16.534194359448065,5,20.28
4.126672521181944,3.001141126867436,2,14.320951323006167,8,20.29
9.139650271103475,6.007407537597979,3,16.414154864882747,5,20.35
12.947424839193342,9.287792080730595,1,19.09206841505189,2,20.35
4.185376801082212,6.065258921085048,1,6.136870469006464,7,20.36
2.8246275147829505,5.399857772154053,4,19.075298564591268,8,20.37
13.447276654051722,6.588480938626281,5,16.24323622196114,2,20.37
6.6699937796303175,10.036272432764797,3,11.127708576336623,4,20.44
9.7092655420662,6.8553175742650065,4,6.712824202888566,3,20.44
11.421751230919073,3.5423896506389267,3,14.921185363706105,3,20.45
10.651548385112848,10.653905911920576,1,18.619538652095542,7,20.55
1.2205964038775468,6.448219488611744,5,6.357499701236873,3,20.57
5.613159922948386,5.524329256062624,5,19.818825918253825,7,20.59
11.050215033994,4.449911008602582,7,8.444854770773201,4,20.63
9.330515053290247,4.6505205801431035,7,4.8521015085801,2,20.66
4.229965083953177,10.114499970808737,3,13.909954717606524,5,20.68
4.218614852014471,7.13043587310993,5,11.510696975266313,2,20.69
6.62815387270679,5.071074791755732,1,3.522985310294535,8,20.73
2.2663913515731604,2.201530859366609,5,10.98842750246334,7,20.73
10.879633438099923,4.432038038405614,5,16.693242075737466,3,20.74
1.5825278536959055,10.241919370470159,5,11.401226131071443,2,20.78
3.7798907989656034,4.492073256211542,9,17.934831509270612,8,20.79
3.006580573656515,11.727969309812591,9,17.344022642089783,4,20.8
9.191167404000344,7.041757974107934,4,15.578493704947336,3,20.8
1.1038380124752176,5.934403966455958,4,3.290564881453637,6,20.82
2.325409888838574,8.571978596484067,10,19.094058751481562,7,20.82
5.5668464570335505,12.770937978098946,3,18.27740249068806,6,20.85
2.106437946394515,6.632124471280996,8,13.857517301423448,5,20.86
7.497944775763072,5.02251937712546,2,10.4860373821117,2,20.87
10.27363832103149,7.15140377348545,7,19.94760107097552,4,20.89
1.0086281361090421,11.81957538300454,6,15.101871488569103,6,20.89
3.0578470669799493,6.687011438843968,7,3.0042591109230465,2,20.89
3.136689775997187,7.203907691599422,2,5.12506213175622,8,20.96
4.344156554625005,3.474802845521839,5,12.927202977004143,7,20.97
11.5047557864309,8.142714001294676,4,10.381049207630719,3,20.99
6.60321039644769,2.0974492963668006,4,0.8525257751751081,3,21.0
5.239764319890797,2.9904824239659806,5,7.5036137708484585,2,21.01
6.7644779856058905,12.947417614926321,4,17.10073794198873,4,21.04
6.021611153555217,6.269988889869169,3,7.128347704751025,2,21.05
7.486002218918056,7.673304761216105,5,18.347041506121965,4,21.05
9.214515192079558,4.318087891012065,4,9.901341303517789,5,21.07
7.5492761038291905,6.826174176236201,9,14.09739139163359,3,21.08
4.839445906439346,5.44054731758266,2,13.717053302075016,8,21.09
5.949208680924971,2.5414822257282914,3,1.55031743882025,2,21.19
3.714789171536903,12.779717314370073,6,13.96327901899143,4,21.21
3.190481710402597,5.8703506942433865,6,13.9057308699363,2,21.21
5.206800529081203,13.301749784126695,2,3.2731246269445813,6,21.21
4.15882062872286,3.6676223667833265,5,8.433113749691127,2,21.21
1.9210787195934953,5.103509732380185,8,10.240576988639301,4,21.21
1.1444834992022748,13.057372019804305,5,19.89095995334302,4,21.22
3.7709481628966235,3.09150151401902,6,8.904804160356374,8,21.23
3.4319608823150665,14.448017950297713,6,12.35478919327651,4,21.25
5.979207546311297,3.6206916721435145,4,4.288643895505919,2,21.28
3.3923260864958964,10.915533045254318,1,9.439344697821891,6,21.28
4.762717995817642,9.058840076337821,1,11.746585494684892,3,21.32
5.38825688156871,13.332200212146995,3,17.594926679709012,5,21.32
3.633662792683466,9.397307554086723,2,18.158488041360922,8,21.32
1.7799730842880326,4.568406454176002,7,7.987784510536972,3,21.37
1.0577226144116714,13.685146897870004,4,8.36195815886361,4,21.39
7.072027003570401,4.921627832868289,5,13.704516925200863,3,21.4
11.760059004658087,12.9544962856692,2,14.02115094829403,2,21.44
1.1661216355496988,13.2060740750538,5,7.9237709141068375,6,21.49
9.85674596506179,4.571026511619493,2,17.241259181196558,5,21.5
7.198447339603947,5.4178256913130785,5,5.538607009976991,2,21.5
6.605005210935543,10.061934402860372,10,18.20439835341235,2,21.57
1.165560791414978,2.4656708566718506,9,6.325305172254692,8,21.59
12.704685669656465,6.440456622709767,2,6.333081799484015,2,21.6
2.489474279483193,5.479991325099337,2,2.7046250056066934,8,21.62
6.029815761842226,9.589361352343195,1,8.350136841473175,4,21.63
5.332886029321204,2.6873193229346093,5,13.216689244929032,7,21.66
12.24189139870724,13.61222208323727,1,16.6473149621069,2,21.69
13.675011837844336,5.175918384855062,1,10.818629207212712,2,21.7
4.793197401301642,6.711333862259749,7,7.690071532548133,6,21.73
1.6181760728105354,4.572238530496717,9,5.306473363729738,2,21.79
6.878649500441309,14.897427126149834,1,3.876862490345734,2,21.82
3.873382643716865,5.225046967467553,7,7.178817896787155,2,21.84
9.409643515464449,6.6128007696405415,5,12.674468571001505,7,21.9
9.711991038930453,4.196799360671807,1,8.462010876343918,6,21.92
2.277621983400103,8.764378362038133,9,14.36780473592339,7,22.0
8.684548385157486,8.61169991166673,4,9.559104255194988,7,22.02
7.1313183643168,3.546382118726656,9,1.5054275121786653,4,22.03
13.9732991175286,11.187398726460621,4,14.691216778819786,5,22.03
8.420516207747308,10.789393179861092,2,3.7351865614362745,7,22.04
13.963149676565937,5.892732038628795,1,14.910781379984465,8,22.04
3.4929737167479464,6.8816231655296685,7,14.105863065009332,8,22.06
10.983656427577298,6.182580614424911,2,2.1450129803840934,2,22.06
3.775338030193468,10.710834902917917,5,1.7699719847781692,4,22.06
3.31677745687495,9.4029311864833,5,17.699717642343973,4,22.09
5.115843788652211,6.340709010877383,2,18.83928114889917,6,22.09
13.580190928869394,2.9360099813589855,6,18.500401555055575,3,22.13
3.076595214363502,9.374224951815059,6,11.429936926259082,3,22.13
13.122586451057682,2.6109141846131823,6,8.923175077499312,3,22.15
4.834056697216136,9.820779905219734,2,10.867252580577214,6,22.16
1.271941223398186,9.623779071143082,8,15.801930735909,6,22.17
13.323079533948444,2.724526056930841,4,16.999834445983424,3,22.17
11.501633486761003,9.036782291537108,2,11.10989191980764,2,22.18
2.1531025743777805,11.02129239816831,3,8.146288412433194,3,22.19
1.0969223791731466,3.679284376950453,6,12.426279443333057,8,22.21
10.299124563492423,3.5630965595737965,6,7.32641631739706,3,22.22
3.355630462568561,5.12707969355213,5,6.372874459862947,4,22.23
9.551243220967432,8.002519920651844,1,0.10451423041101027,5,22.25
6.797964344057186,5.296568834996829,5,0.26859297451166775,6,22.28
11.00473088805451,5.453172906707983,7,17.584205238780168,2,22.32
9.571609706583155,4.215318190635592,2,3.7185018952673543,7,22.33
10.491567728345146,11.675340013469198,4,10.563170724837942,3,22.34
3.771630013796246,11.716985798138458,1,17.763244662330383,8,22.35
8.861965794277213,7.601689944763552,7,16.696448305971334,4,22.36
10.183057810767487,3.17916453592074,3,12.159211601854947,5,22.37
7.046417857294766,6.714884164223266,8,12.128683708948852,2,22.37
4.276929609060113,14.352761326547725,4,12.74716915761517,3,22.38
7.8276475601773345,3.3441988106994196,4,11.341493038052505,5,22.39
3.0145330655017375,12.349464968953482,5,10.40282691850221,3,22.42
1.7090167227902509,13.018318720206878,4,12.341082212597914,5,22.44
6.982562508259274,4.967109519689282,7,6.83419492313808,4,22.45
10.247022308870305,3.5935615918039776,8,5.6795395324588664,4,22.46
6.278336950528595,8.616169745246548,8,15.26631355453433,2,22.46
3.227632268655916,6.8895093157780405,4,1.682910888641136,7,22.47
4.957872487061879,6.851787043040488,8,19.26655259021745,6,22.49
1.397936515512607,10.251679283007382,5,14.389180977387703,4,22.49
4.244067065262693,3.314437177208902,4,3.5185581075031425,2,22.51
7.8499912207428535,6.496289368401215,2,19.40305105762289,8,22.52
6.712538274940374,4.725225207959702,4,10.621737213648178,5,22.53
3.399106860062219,7.787725940827619,10,15.64927815398182,7,22.57
7.739782357528627,2.814094454612889,5,4.482570879259051,6,22.59
7.714482599556358,14.514041804539383,1,18.295463051018153,7,22.6
10.956091794614363,10.993059886658813,2,9.454095236502308,2,22.61
5.3774584182487,5.631092909971569,8,19.853732715009325,5,22.62
3.0692953501307887,3.0165428527819245,10,14.22467509868832,2,22.63
5.310693673174645,3.610756222504271,4,2.082914634689801,5,22.65
9.50045952735066,9.846702355580227,3,12.816898802552391,8,22.66
9.428317015610723,3.3422132148807164,7,17.639456333937876,3,22.67
11.537508500320653,3.282004634464651,5,12.57754397417263,6,22.71
4.072209943018951,11.00648808619682,2,10.057020285832055,5,22.72
4.964725728251812,5.616254976032559,5,10.545719831885556,6,22.72
5.125308353048265,12.688260215564208,1,6.418778584499072,5,22.73
4.508175315674327,10.454657217178562,3,10.671029557831282,7,22.73
7.476354798295942,12.439997283530317,3,9.878131144116871,3,22.74
3.5702253690715042,6.838916220606588,10,16.249477356508052,5,22.77
2.3566170759225775,3.999629752178832,10,13.341266469387183,6,22.8
8.316992616043638,14.46175792922801,8,13.645807053567388,3,22.8
7.789794751144079,10.715486719268197,4,19.907805929407385,4,22.8
6.151100389055161,12.42250475997396,6,19.577066485917292,8,22.81
9.07094810337309,10.463271413068734,2,7.675130078662773,7,22.84
4.237585843122072,2.8779254119986244,4,0.6349804697620054,2,22.85
1.3223582697543321,14.5327720408441,2,10.386813335261225,5,22.88
11.115868472706252,10.196872369045067,3,18.539359364989366,7,22.9
6.923995630963624,4.489505685954225,4,0.6188663187672194,6,22.91
4.98735720781157,11.654616221283149,4,17.782222380130456,7,22.92
13.604623119048215,7.353819880259368,7,15.44615662506623,3,22.96
4.6152991561954115,8.002355008753272,7,16.413302156333543,7,22.99
10.78267545614234,8.329810164241866,3,17.945706515877816,4,22.99
10.673377477572753,5.660276987910757,2,1.1725280653095727,3,22.99
1.1079252257958216,13.041923170338329,4,10.336722271560923,4,23.03
1.5354087003140773,4.188565486775143,5,10.226032655509558,5,23.04
3.220265604917032,9.093820762672081,3,9.288864588714818,7,23.04
3.384141181046569,5.203897972279885,5,1.3838990212332325,5,23.08
8.112070711512244,8.644186349859702,2,0.7221418985631689,3,23.09
5.737570467246436,5.051885770629122,3,0.1012657584619947,8,23.1
6.200404761633121,6.420969779489771,8,16.01046284146713,4,23.14
2.249761701581969,9.829293482092812,7,15.533270325943914,6,23.17
5.553937926403748,10.32177669762154,4,12.1143800491748,4,23.18
1.4836772384758805,12.089336427496228,5,9.03981116087431,5,23.21
8.832222400513073,5.533931990191803,3,9.664884074643403,3,23.21
2.1253873385702393,9.631786583039652,5,5.138733454531019,5,23.23
10.463965397287744,13.69750537667987,2,14.760875636458424,7,23.24
11.397022016448172,11.182478642624817,4,12.39239283400278,2,23.25
8.48902553313679,2.898663720975057,7,9.92825603022692,2,23.26
10.248447680705125,6.434564596230373,2,0.7055745678221426,2,23.33
3.870865636291297,14.078346719476366,4,4.535380542477714,4,23.33
2.265933137495994,3.305452262493004,4,6.922261733873687,8,23.39
9.434588938345664,11.483647757019316,3,5.7658300118785295,2,23.39
3.6397091765626595,10.132863658431642,5,6.532965568527496,5,23.42
6.929377431693521,6.103865504764965,5,16.96100655799607,5,23.42
7.717373974281995,7.433874688920425,10,18.257849389675286,2,23.44
2.3446997805924683,11.725149552189414,5,17.83391888158784,5,23.45
7.148999606176853,8.184674228248255,2,2.827420767012836,8,23.48
9.167966937006627,7.761391528760588,2,5.743715507001104,6,23.55
3.351250434463576,4.354248577598696,4,4.287526359339666,7,23.55
12.691518519137277,4.756987954615561,1,0.6439412358415431,6,23.61
12.397318576348036,9.574000739847685,5,15.413399486283065,2,23.63
11.220605620874366,4.721573089272127,2,5.816888887842191,7,23.65
11.62334297319713,5.838424508632855,5,16.653204497715162,5,23.66
2.8050758518787218,9.157736974992103,10,5.853934112945815,2,23.66
4.8245781421383365,11.914132092343179,5,12.741063186031184,6,23.7
6.783461153909862,5.232370617427876,7,18.28033373947769,6,23.71
4.295932043219611,6.834291923850966,5,17.32122239297852,7,23.73
3.357223550192076,2.977488479794472,6,2.504056187568102,4,23.74
8.035347864963532,11.344492139978014,2,7.709618526724018,6,23.79
4.27402869914547,12.579337073848041,2,6.298743128119389,8,23.8
12.088129305783795,6.228746531551157,1,3.4231323502329025,6,23.81
5.570089615142755,10.588595127790551,5,16.29606632189233,5,23.83
2.6262319830007854,7.085469656411386,6,5.715221859073781,2,23.86
4.7551946436263455,9.290361430020361,2,5.820266954762998,8,23.86
1.0085145342615642,9.921300298074351,8,8.666094395459877,3,23.86
5.817539599577264,4.229230349222979,4,17.302953345533783,6,23.87
13.514467843056096,2.542505562612358,4,2.4911648637608086,3,23.9
3.203541811319992,6.190251968022021,9,1.1444975396764168,2,23.92
11.842571254656646,7.086284920706346,1,14.372416555653832,8,23.92
8.75470663458471,6.858934609657906,2,9.74686622431388,7,23.94
3.1670936488642463,8.21920201371936,8,17.73914567998911,4,23.96
1.6234909743442738,2.770879047429769,5,0.1713537109870944,6,23.97
13.156405820480153,2.7183277830607944,8,12.413739692044993,2,24.0
5.471062955058384,11.91978775101849,5,0.9602261826992864,3,24.13
13.854640881257701,3.9573592707016982,4,15.638803171530363,3,24.14
2.116072290829921,12.87313757011803,5,12.308023783136397,6,24.16
8.014497155611725,5.951107655893253,5,4.446476735953784,5,24.19
11.217515981233774,8.487114670346124,1,17.630780668134804,7,24.2
12.456916529697414,7.587692889778747,3,19.113358044664313,4,24.2
10.190275087778634,7.456957942881896,3,13.988026149552224,6,24.2
12.924760282163751,11.395754312304787,3,13.829512346580302,4,24.21
8.011696442456966,2.608738089843003,7,7.062674310386836,4,24.21
9.054269245348458,13.082182144705001,1,16.2929755527832,8,24.24
12.938761221239412,4.885729041789248,7,8.249850604195217,2,24.24
3.1143210440040887,6.802794330942642,5,10.985595509882744,6,24.24
4.181745188349605,10.329031486284167,7,8.170199200176194,5,24.25
6.013342763247296,5.835259023399961,7,17.447275062166025,8,24.26
5.664327010452662,7.454584951312191,6,8.649316722316183,8,24.28
13.83509655314596,2.8832681116971584,6,4.881446569072628,2,24.28
6.324650628289813,11.552970336897914,2,11.521130392951118,6,24.28
1.86015068879546,6.257809918305413,6,1.544693122350198,4,24.3
8.540510904693795,8.037550646866777,2,4.405395362529648,2,24.3
7.691955030914094,10.733415772088893,4,6.962669878451459,3,24.33
5.168573467361398,8.812451020497756,7,10.913185430737808,4,24.34
9.703125892543925,5.179136549963165,4,4.15947504671921,5,24.35
10.472666561053996,6.042657261244673,3,7.103654059264912,5,24.36
11.037418347366529,4.001726731837802,3,11.18069750481695,2,24.36
4.766021028367402,8.15412895420216,6,14.087850739035705,5,24.38
11.66961817714786,4.178901923088047,3,13.083386900648934,5,24.41
10.111641525306615,13.063431454360341,9,17.092322796472693,2,24.42
9.136339977395705,7.547423052214969,4,17.2849983858011,4,24.43
1.6089344828576753,11.362734071323226,5,13.137894617787229,4,24.43
11.47301098107134,10.075517769037216,2,16.027745295334736,7,24.48
